CustomerID,FirstName,Gender,City,Frequency,Item,Spend
6,Charles,Male,Stamford,Monthly,Sushi,93.03
12,Rachel,Female,Philadelphia,Seldom,Sushi,71.68
15,Henry,Male,Stamford,Often,Donut,83.61
16,Paul,Male,Philadelphia,Often,Ice Cream,97.67
19,Bruce,Male,Stamford,Often,Ice Cream,99.17
20,Bonnie,Female,Philadelphia,Never,Donut,72.63
26,Carol,Female,Philadelphia,Daily,Burger,90.66
28,Stephanie,Female,New York,Weekly,Ice Cream,77.7
29,Sarah,Female,New York,Often,Sushi,76.44
31,Rose,Female,Philadelphia,Weekly,Sushi,59.27
33,Ruby,Female,Stamford,Once,Burrito,67.36
35,Stephen,Male,New York,Daily,Ice Cream,59.41
36,Gregory,Male,New York,Weekly,Chalupa,81.43
37,Kevin,Male,New York,Monthly,Sushi,60.6
39,Christine,Female,Philadelphia,Monthly,Sushi,78.71
43,Sharon,Female,Stamford,Often,Chalupa,73.16
44,George,Male,Philadelphia,Often,Donut,93.12
45,Nancy,Female,New York,Never,Ice Cream,91.69
47,Betty,Female,Stamford,Monthly,Burger,63.84
51,Anthony,Male,Stamford,Weekly,Sushi,96.97
52,Cheryl,Female,Philadelphia,Daily,Burrito,91.58
55,Elizabeth,Female,Stamford,Once,Burrito,56.01
56,Ronald,Male,Stamford,Daily,Burrito,66.44
57,Lawrence,Male,Philadelphia,Often,Burrito,54.77
58,Nancy,Female,Stamford,Yearly,Burger,74.66
60,Martin,Male,Stamford,Daily,Donut,54.38
62,Todd,Male,New York,Yearly,Chalupa,60.54
63,Michael,Male,Stamford,Never,Burrito,50.07
64,Jeffrey,Male,Stamford,Once,Sushi,68.02
65,Paula,Female,New York,Seldom,Donut,71.18
66,Paul,Male,Philadelphia,Weekly,Ice Cream,82.57
69,Andrea,Female,Philadelphia,Daily,Sushi,99.02
70,Julie,Female,Philadelphia,Never,Burrito,96.79
71,Fred,Male,Stamford,Once,Sushi,50.16
72,Phillip,Male,Stamford,Never,Chalupa,69.59
74,Tammy,Female,Stamford,Daily,Burger,75.51
75,William,Male,Stamford,Daily,Burrito,81.2
76,Joan,Female,New York,Weekly,Donut,61.25
77,William,Male,Philadelphia,Daily,Sushi,68.14
78,Karen,Female,New York,Never,Burrito,91.77
85,Carolyn,Female,New York,Yearly,Ice Cream,70.45
86,Carolyn,Female,Philadelphia,Seldom,Chalupa,92.59
88,Julie,Female,Stamford,Often,Chalupa,93.96
90,Elizabeth,Female,New York,Yearly,Burger,98.96
94,Linda,Female,Stamford,Once,Ice Cream,65.72
96,Gloria,Female,Philadelphia,Monthly,Burger,89.52
98,Irene,Female,Philadelphia,Monthly,Chalupa,90.69
99,William,Male,Philadelphia,Once,Ice Cream,54.34
101,Paula,Female,New York,Yearly,Sushi,63.37
102,Ruby,Female,Stamford,Daily,Burrito,80.49
103,Sharon,Female,Philadelphia,Once,Ice Cream,77.6
104,Stephanie,Female,Philadelphia,Yearly,Burrito,50.39
105,Stephen,Male,Stamford,Yearly,Chalupa,96.9
109,Douglas,Male,Philadelphia,Never,Ice Cream,84.09
111,Theresa,Female,Philadelphia,Never,Sushi,75.12
117,Amy,Female,Philadelphia,Daily,Burrito,50.39
118,Wayne,Male,Philadelphia,Never,Sushi,70.54
122,Rose,Female,Philadelphia,Often,Chalupa,58.41
123,Judith,Female,Stamford,Daily,Sushi,86.94
124,Sharon,Female,New York,Yearly,Sushi,74.85
125,Bruce,Male,New York,Daily,Sushi,56.14
126,Jose,Male,New York,Once,Ice Cream,55.47
127,Sara,Female,New York,Weekly,Chalupa,57.81
128,Alice,Female,Stamford,Seldom,Burrito,94.99
131,Jane,Female,Stamford,Yearly,Sushi,54.15
132,Samuel,Male,Stamford,Weekly,Burrito,54.13
134,Christopher,Male,New York,Monthly,Donut,79.7
136,Edward,Male,Philadelphia,Daily,Chalupa,58.04
137,Aaron,Male,Philadelphia,Weekly,Ice Cream,89.85
139,Joe,Male,Stamford,Yearly,Burger,76.6
141,Sean,Male,Stamford,Seldom,Burger,89.99
144,Sara,Female,Stamford,Seldom,Burrito,55.67
146,Ralph,Male,Stamford,Monthly,Burrito,71.85
147,Steven,Male,Philadelphia,Weekly,Burrito,78.95
148,Jane,Female,Philadelphia,Yearly,Chalupa,82.27
149,Walter,Male,New York,Seldom,Ice Cream,97.65
152,Kevin,Male,Stamford,Once,Sushi,69.11
153,Janice,Female,Stamford,Once,Donut,88.14
154,Joshua,Male,Stamford,Monthly,Chalupa,93.25
156,Judith,Female,Philadelphia,Often,Ice Cream,55.15
161,Theresa,Female,Stamford,Weekly,Donut,91.75
163,Wayne,Male,Stamford,Yearly,Burger,53.82
167,Louise,Female,Philadelphia,Weekly,Ice Cream,64.11
173,Philip,Male,Philadelphia,Monthly,Sushi,97.12
174,Shawn,Male,Philadelphia,Yearly,Ice Cream,72.6
175,Ruby,Female,New York,Daily,Donut,74.6
177,Dorothy,Female,Stamford,Seldom,Ice Cream,78.62
179,Deborah,Female,Stamford,Yearly,Chalupa,82.11
185,Jane,Female,New York,Often,Sushi,95.07
187,Teresa,Female,Stamford,Monthly,Chalupa,93.08
188,Richard,Male,New York,Yearly,Burrito,64.63
191,Kenneth,Male,Stamford,Seldom,Sushi,98.48
192,Carl,Male,New York,Once,Donut,65.49
193,Gary,Male,Philadelphia,Daily,Chalupa,85.87
195,Annie,Female,New York,Often,Sushi,82.09
197,Judith,Female,Stamford,Often,Ice Cream,97.44
200,Brian,Male,New York,Monthly,Ice Cream,55.21
204,Albert,Male,New York,Monthly,Sushi,93.85
207,Aaron,Male,Philadelphia,Once,Chalupa,51.43
209,Cynthia,Female,Philadelphia,Weekly,Donut,86.67
210,Joshua,Male,New York,Often,Donut,86.7
214,Mary,Female,Philadelphia,Often,Donut,68.03
215,Roger,Male,Stamford,Yearly,Ice Cream,68.28
222,Jessica,Female,Philadelphia,Never,Burger,66.53
223,Paul,Male,Philadelphia,Monthly,Donut,77.5
224,Annie,Female,New York,Daily,Ice Cream,87.85
227,Melissa,Female,Philadelphia,Daily,Donut,70.27
230,Terry,Male,Stamford,Monthly,Chalupa,73.07
235,Jose,Male,Philadelphia,Daily,Ice Cream,66.66
236,Diane,Female,New York,Yearly,Chalupa,98.43
239,Carol,Female,Stamford,Often,Chalupa,63.19
243,Sarah,Female,Philadelphia,Yearly,Chalupa,52.13
244,Julia,Female,New York,Daily,Donut,95.63
246,Daniel,Male,Stamford,Weekly,Ice Cream,61.76
249,Willie,Male,Stamford,Weekly,Sushi,67.67
250,Kathleen,Female,New York,Seldom,Ice Cream,74.27
251,Joseph,Male,Philadelphia,Monthly,Burger,96.25
252,Benjamin,Male,Stamford,Daily,Chalupa,69.99
253,Aaron,Male,Stamford,Never,Burrito,95.07
259,Ashley,Female,Philadelphia,Yearly,Ice Cream,63.62
260,Victor,Male,Stamford,Never,Sushi,88.56
262,Joan,Female,Philadelphia,Often,Burger,84.16
263,Roger,Male,New York,Once,Burger,50.61
264,Bonnie,Female,Philadelphia,Seldom,Chalupa,96.11
265,Jean,Female,New York,Often,Ice Cream,55.03
268,Jean,Female,Philadelphia,Monthly,Chalupa,65.53
269,Louis,Male,Stamford,Yearly,Burrito,74.79
271,Martha,Female,Philadelphia,Once,Donut,83.62
272,Johnny,Male,Philadelphia,Daily,Chalupa,92.25
273,Martin,Male,Philadelphia,Weekly,Sushi,72.87
275,Shirley,Female,New York,Monthly,Donut,52.47
